LOGRADOURO,LOT./CON,NOME DO LOTEAMENTO/BAIRRO/CONDOMINIO,UBS DE REFERENCIA,CEP
RUA VER ARY DE OLIVEIRA CAMPOS,,,UBS MARACANÃ,13277112
RUA ITATIBA,,,UBS MARACANÃ,13276500
RUA JOÃO JULIATO,,,UBS MARACANÃ,13277414
RUA AMÉLIA BUCIOLI VALENTE,,,UBS MARACANÃ,13277430
RUA DR ALFREDO ZACHARIAS,,,UBS MARACANÃ,13277280
RUA ERICA PAVAN,,,UBS MARACANÃ,13277706
RUA BAPTISTA CANAVASSI,,,UBS MARACANÃ,13277716
RUA JOAO CATELLAN,,,UBS MARACANÃ,13277708
RUA ETORE EVANGELISTA,,,UBS MARACANÃ,13277723
RUA ANTENOR ROCATTI,,,UBS MARACANÃ,13277707
AILTON APARECIDO VACCARI,,,UBS MARACANÃ,13277714
RUA ANTONIO TRENTO,,,UBS MARACANÃ,13277703
RUA ANTONIO VALENTE,,,UBS MARACANÃ,13277290
RUA APARECIDO GERALDO MORTENE,,,UBS MARACANÃ,13277710
RUA LUIZ FERRARI TRENTO,,,UBS MARACANÃ,13277712
RUA JOSÉ BROMBAL,,,UBS MARACANÃ,13277711
AVENIDA DR JOSE PAGANO BRUNDO,,,UBS MARACANÃ,13277210
RUA DOMINGOS CAPELLATO,,,UBS MARACANÃ,13277250
RUA ANTONIO EDSON FURLAN,,,UBS MARACANÃ,13277705
RUA MARIO OLIVO,,,UBS MARACANÃ,13277540
RUA ENG. ANTONIO MAYER,,,UBS MARACANÃ,13277460
RUA QUITERIA OLINDINA DOS SANTOS,,,UBS MARACANÃ,13277701
RUA JOAO CASACIO,,,UBS MARACANÃ,13277521
RUA MADALENA IAMARINO,,,UBS MARACANÃ,13277510
RUA JÁCOMO BERSAN,,,UBS MARACANÃ,13277530
RUA ANTONIA D. PERSEGHETTI,,,UBS MARACANÃ,13270390
RUA VERONICA GIAVONE,,,UBS MARACANÃ,13277503
RUA ÍTALO BORDINI,,,UBS MARACANÃ,13277520
RUA VALDEMAR RIBEIRO DOS SANTOS,,,UBS MARACANÃ,13277507
RUA EDUARDO VARANDA,,,UBS MARACANÃ,13277506
RUA ARACY GONCALVES QUEIROZ SILVA,,,UBS MARACANÃ,13277704
RUA ODETE VERONICA ANGELI DONADON,,,UBS MARACANÃ,13277700
RUA ROSA MARIA DE TOLEDO BARBOSA,,,UBS MARACANÃ,13277721
RUA JOSÉ OSCAR,,,UBS MARACANÃ,13277260
RUA NATALE CAPELLATO,,,UBS MARACANÃ,13277230
RUA DR ALCIDES GOMES DE MIRANDA,,,UBS MARACANÃ,13277220
RUA FERNAO DIAS,,,UBS MARACANÃ,13277050
RUA AMÁBILE BERSAN DOS SANTOS,,,UBS MARACANÃ,13277030
RUA DOS SINDICATOS,,,UBS MARACANÃ,13277063
RUA LUIZ ZANIVAN,,,UBS MARACANÃ,13277062
RUA DOM HENRIQUE,,,UBS MARACANÃ,13277023
RUA THOME DE SOUZA,,,UBS MARACANÃ,13277022
RUA BARÃO DE MAUÁ,,,UBS MARACANÃ,13276080
RUA MARIA QUITÉRIA,,,UBS MARACANÃ,13277011
RUA BARÃO DO RIO BRANCO,,,UBS MARACANÃ,13276250
RUA IMPERATRIZ MARIA LEOPOLDINA,,,UBS MARACANÃ,13277020
RUA OTTO WALTER,,,UBS MARACANÃ,13277061
RUA JOSÉ PRIMI,,,UBS MARACANÃ,13277064
RUA MARIA AP. SIGNORETTO,,,UBS MARACANÃ,
RUA VITALIANO PELEGATTI,,,UBS MARACANÃ,13277654
RODOVIA MUNICIPAL DOS ANDRADAS,,,UBS MARACANÃ,13277650
AVENIDA JOAQUIM ALVES CORRÊA,,,UBS MARACANÃ,13270400
RUA AMERICANA,,,UBS MARACANÃ,13276485
RUA ANTONIO GERALDO CAPOVILLA,,,UBS MARACANÃ,13277640
RUA JOÃO FREZZATO,,,UBS MARACANÃ,13277471
RUA GUILHERME JOSÉ CAPOVILLA,,,UBS MARACANÃ,13277472
RUA MARIA BERTUZZI PEDROSO,,,UBS MARACANÃ,13277641
RUA GENESIA GIMENES ARICO,,,UBS MARACANÃ,13277643
RUA GABRIELA OLIVEIRA CAMPOS,,,UBS MARACANÃ,13277620
RUA ANTONIA SANFELICE SILVA,,,UBS MARACANÃ,13277619
RUA ANGELO BARBISAN,,,UBS MARACANÃ,13277590
RUA ANTONIA MOLINA GUAIUME,,,UBS MARACANÃ,13277732
RUA PEDRO DE LUCCA,,,UBS MARACANÃ,13277618
RUA JOSÉ APARECIDO BARBARINI,,,UBS MARACANÃ,13277501
RUA MARIO MAMPRIM,,,UBS MARACANÃ,13277591
RUA ANDRÉ RUBENS FERRARI,,,UBS MARACANÃ,13277730
RUA DOMINGOS PERSEGUETTI,,,UBS MARACANÃ,13277610
RUA FERNANDO CAPELATO,,,UBS MARACANÃ,13277614
RUA SIDNEI COLLETO,,,UBS MARACANÃ,13277616
RUA ROVERE TROMBETTA,,,UBS MARACANÃ,13277584
RUA DOMINGOS PERSEGHETTI,,,UBS MARACANÃ,13277610
RUA ROSINA FOLEGATTI FERRARI,,,UBS MARACANÃ,13277670
RUA ADELINO VENTURINI,,,UBS MARACANÃ,13277630
RUA LUIZ TORDIN,,,UBS MARACANÃ,13277605
RUA AGOSTINHO FRANCESCHINI,,,UBS MARACANÃ,13277604
RUA TOMAZ PELEGATTI,,,UBS MARACANÃ,13277602
RUA GUILHERMINA C. J. COCO,,,UBS MARACANÃ,
RUA ANA PEDRAL MARIA,,,UBS MARACANÃ,13277713
RUA YOSHITO MATSUTANI,,,UBS MARACANÃ,13277717
RUA HUGO BAMPA,,,UBS MARACANÃ,13277515
RUA JOÃO REINHOLZ,,,UBS MARACANÃ,13277642
RUA FIORAVANTE ROMUALDO,,,UBS MARACANÃ,13277474
RUA CELSO MARTINI,,,UBS MARACANÃ,13277473
EDSON ADOLFO MOYSÉS,,,UBS MARACANÃ,13277201
RUA APARECIDO FERRARI,,,UBS MARACANÃ,13277756
RUA DIRCE LOPES DE SOUZA,,,UBS MARACANÃ,13277765
AVENIDA APARECIDA BORGES DA SILVA CAMARGO,,,UBS MARACANÃ,
AVENIDA MURILLO CREMASCO,,,UBS MARACANÃ,
RUA PEDRO MANOEL BARROSO,,,UBS MARACANÃ,13277763
RUA ANDERSON CARLOS VIDAL,,,UBS MARACANÃ,13277762
RUA AURORA RODRIGUES DA SILVA,,,UBS MARACANÃ,13277583
AVENIDA AVELINO CAPELATTO,,,UBS MARACANÃ,
RUA PRINCESA ISABEL,,,UBS MARACANÃ,13277021
RUA ITAJAÍ,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274777
RUA BENEDICTO DA SILVA MELLO,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274782
RUA ITATIAIA,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13276500
RUA SALVINA JORGE DE OLIVEIRA (ANTIGA RUA ITAIÚ),LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,
RUA JOSÉ ARTEM,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274781
RUA ITAMEMBECA,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274780
AVENIDA ITATIBA,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274751
RUA ITAICIRA,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274772
RUA ITACOLOMI,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274768
RUA ITAGI,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274778
RUA ITAÚ,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274771
RUA JOSÉ ARTÉM,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274781
RUA ITAGUASSU,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274753
RUA ITAPEMA,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274770
ESTRADA MUNICIPAL CLUBE DE CAMPO VALINHOS,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274776
RUA ITAIPUS,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274752
RUA ITÁ,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274769
RUA ITAIUVA,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274757
RUA ITAPEVA,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274755
RUA ITACURUÍ,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274773
RUA ITAMIRIM,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274754
RUA ITAPEROBÁ,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274779
RUA ITAIMBÉ,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,13274767
RUA IUÇARA,LOTEAMENTO,FAZENDA HOTEL SÃO BENTO,UBS SÃO BENTO,
ESTRADA CULTURA GREGA,,,UBS PORTUGAL,
ESTRADA ALCIDES ARMELLIN (VÔ NEO),LOTEAMENTO,CHÁCARAS ALPINAS,UBS SÃO BENTO,13274469
ALAMEDA CARLOS CARVALHO V. BRAGA,LOTEAMENTO,CHÁCARAS ALPINAS,UBS SÃO BENTO,13274465
ALAMEDA CARLOS DE CARVALHO V. BRAGA,LOTEAMENTO,CHÁCARAS ALPINAS,UBS SÃO BENTO,13274465
CAMINHO SERV. A ESTR. DO JEQUITIBA,LOTEAMENTO,CHÁCARAS ALPINAS,UBS SÃO BENTO,
ALAMEDA MANGABEIRA,LOTEAMENTO,CHÁCARAS ALPINAS,UBS SÃO BENTO,13274466
ALAMEDA ICARAPÉ,LOTEAMENTO,CHÁCARAS ALPINAS,UBS SÃO BENTO,13274467
ALAMEDA CAMBARÁ,LOTEAMENTO,CHÁCARAS ALPINAS,UBS SÃO BENTO,13274463
SERVIDÃO DE PASSAGEM,LOTEAMENTO,CHÁCARAS ALPINAS,UBS SÃO BENTO,
ALAMEDA CATUABA,LOTEAMENTO,CHÁCARAS ALPINAS,UBS SÃO BENTO,13274462
ALAMEDA EMBAÚBA,LOTEAMENTO,CHÁCARAS ALPINAS,UBS SÃO BENTO,13274464
RUA VALMIR ANTONIO CAPELARI (PROLONGAMENTO),LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273550
RUA ISAURA AP. O. BARBOSA TERINI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,
RUA GIOVANA FAVORETTO ZANIVAN,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273120
RUA JOÃO TAGLIACOLO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273103
RUA OLGA FURTADO PEDRO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273104
RUA LUZIA AP. DALLANEGRA BRACALENTE (ANTIGA RUA D),LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273607
RUA DR ABRAAO AUN,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,
RUA ANTONIO MOSCA,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273569
RUA OSCAR CONSTANTINO RODRIGUES,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273112
RUA DAS AZALEAS,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273450
RUA VEREADOR GERMANO BRANDINI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273100
RUA ALBERTO MELLO FIGUEIREDO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273081
RUA DAS ACACIAS,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273017
RUA ALICE GARRIDO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273095
RUA MARIA DE LOURDES RODRIGUES DE SOUZA,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273565
RUA PROF. EVA DE SOUZA,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273571
RUA SALVADOR PLINIO SIGRIST,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273577
RUA VALMIR ANTONIO CAPELARI (PROLONGAMENTO)),LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273550
RUA ANTENOR BAGNI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273575
RUA SALVADOR ORSINI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273573
RUA GERMANO FERRARI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273072
RUA BRASILINO MONHOLLI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273606
RUA ANTONIO PEIXOTO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273641
RUA DAS ORQUIDEAS,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273320
RUA CARLOS ALBERTO BIANCHIN,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273063
RUA THEREZA BARBISAN LAZZARETTI (ANTIGA RUA A),LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273154
RUA DAS MARGARIDAS,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,
RUA JOSE RETTI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273090
RUA GERMANO VON ZUBEN,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273080
RUA MARCOS ANTONIO BISSOTO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273567
RUA THEREZA BARBISAN LAZZARETTI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273154
RUA SENHOR LAIS AMADI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273554
RUA JORGE NIEDO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273601
RUA JOÃO DAMÁZIO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273604
RUA GUERINO CANAVASSI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273555
RUA DAS MAGNÓLIAS,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273047
RUA VICO LEVRERO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273070
RUA DOS LÍRIOS,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273330
RUA DOS MANACAS,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273030
RUA SANTO TORDIN,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273091
RUA VALMIR ANTONIO CAPELARI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273550
RUA LUZIA AP. DALLANEGRA BRACALENTE,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273607
RUA ARNAUD ALVES DE SOUSA,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273608
RUA RAPHAEL DIAS DE SOUSA,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273651
RUA JOAQUIM PEDRO BONETTO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273602
RUA ARNALDO LUIZ CAMARGO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273553
RUA LOURENCO FERRARI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273071
RUA VICO LEVRERO (PROLONGAMENTO),LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273070
RUA LUCIA AP. ROVERE D'AVILA,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273064
RUA VER. FERNANDO SPADACCIA,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273062
RUA DOS AMARILIS,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273420
RUA PEDRO GABETTA,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273551
RUA GUERINO FURLAN,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273552
RUA SILVIO CESAR CIOTTO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273614
RUA VANDERLEI BERNARDIS,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273590
RUA LUIZ OSTANELLI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273612
RUA AUGUSTO TASSI,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273586
RUA DAS VITORIAS REGIAS,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273053
RUA CEZIRA MORGANTINE TIENE,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273101
RUA CÔNEGO ANTONIO ROCCATO,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273591
RUA DAS GARDÊNIAS,LOTEAMENTO,PARQUE CECAP,UBS PARAÍSO,13273350
